epoch: 0 || Train_reward: -64.81135874431692 || Final_Dis_Target:0.5818246049628325 || Continuity_Cost:0.20687484777537143 || Number_of_steps:100
epoch: 23 || Train_reward: -2.3220168414935913 || Final_Dis_Target:0.47013449004939867 || Continuity_Cost:0.12372828798470105 || Number_of_steps:5
epoch: 24 || Train_reward: -2.926491731922521 || Final_Dis_Target:0.47971634327182633 || Continuity_Cost:0.1623756318965094 || Number_of_steps:6
epoch: 25 || Train_reward: -2.188335542736728 || Final_Dis_Target:0.40774962478009924 || Continuity_Cost:0.1841439116452281 || Number_of_steps:5
epoch: 26 || Train_reward: -2.2571353800992746 || Final_Dis_Target:0.4372414601473043 || Continuity_Cost:0.322624810975874 || Number_of_steps:5
epoch: 27 || Train_reward: -2.2493469239604256 || Final_Dis_Target:0.4306976150147785 || Continuity_Cost:0.1296870587392826 || Number_of_steps:5
epoch: 28 || Train_reward: -3.0528030920614126 || Final_Dis_Target:0.5416100507649362 || Continuity_Cost:0.17922424237538115 || Number_of_steps:6
epoch: 29 || Train_reward: -3.134289213205413 || Final_Dis_Target:0.551113424550509 || Continuity_Cost:0.31082123554156144 || Number_of_steps:6
epoch: 30 || Train_reward: -3.7394265323261004 || Final_Dis_Target:0.6002435693157103 || Continuity_Cost:0.17998898461146165 || Number_of_steps:7
epoch: 31 || Train_reward: -3.461544701068214 || Final_Dis_Target:0.5004556283348018 || Continuity_Cost:0.25096628025374773 || Number_of_steps:7
epoch: 32 || Train_reward: -2.1065990433017037 || Final_Dis_Target:0.22115714173484968 || Continuity_Cost:0.09994730165165391 || Number_of_steps:6
epoch: 33 || Train_reward: -2.952380558377767 || Final_Dis_Target:0.3752572069636976 || Continuity_Cost:0.14019851505695152 || Number_of_steps:7
epoch: 34 || Train_reward: -2.574704606218658 || Final_Dis_Target:0.3548526339895619 || Continuity_Cost:0.1035030277325595 || Number_of_steps:6
epoch: 35 || Train_reward: -3.6244884965320123 || Final_Dis_Target:0.5793419214979212 || Continuity_Cost:0.14488740956371385 || Number_of_steps:7
epoch: 36 || Train_reward: -3.8821304288178533 || Final_Dis_Target:0.6655666172013321 || Continuity_Cost:0.20325898407282852 || Number_of_steps:7
epoch: 37 || Train_reward: -3.320121676966559 || Final_Dis_Target:0.615867240479268 || Continuity_Cost:0.19204430832330768 || Number_of_steps:6
epoch: 38 || Train_reward: -3.2362779257186283 || Final_Dis_Target:0.601357959451508 || Continuity_Cost:0.3143079876407161 || Number_of_steps:6
epoch: 39 || Train_reward: -2.3797383183397542 || Final_Dis_Target:0.4916028680843505 || Continuity_Cost:0.2811423462272913 || Number_of_steps:5
epoch: 40 || Train_reward: -4.053076440912609 || Final_Dis_Target:0.7368179923604657 || Continuity_Cost:0.27117023590938827 || Number_of_steps:7
epoch: 41 || Train_reward: -3.292167166978607 || Final_Dis_Target:0.6176929166406537 || Continuity_Cost:0.32312362035392284 || Number_of_steps:6
epoch: 42 || Train_reward: -3.2479864809871657 || Final_Dis_Target:0.6046243849631494 || Continuity_Cost:0.39287070074469727 || Number_of_steps:6
epoch: 43 || Train_reward: -4.198443321893434 || Final_Dis_Target:0.7936681180687782 || Continuity_Cost:0.3207312451583441 || Number_of_steps:7
epoch: 44 || Train_reward: -4.270528060588214 || Final_Dis_Target:0.820914617447237 || Continuity_Cost:0.3700286085236227 || Number_of_steps:7
epoch: 45 || Train_reward: -4.200871470130813 || Final_Dis_Target:0.7692531669701098 || Continuity_Cost:0.4232336746185114 || Number_of_steps:7
epoch: 46 || Train_reward: -4.12620930098668 || Final_Dis_Target:0.7448896157105457 || Continuity_Cost:0.3806115782116563 || Number_of_steps:7
epoch: 47 || Train_reward: -3.8222272427967106 || Final_Dis_Target:0.6440142146428142 || Continuity_Cost:0.3773874207920682 || Number_of_steps:7
epoch: 48 || Train_reward: -3.933766140191201 || Final_Dis_Target:0.705605791725373 || Continuity_Cost:0.4349904537496748 || Number_of_steps:7
epoch: 49 || Train_reward: -3.9834500225299667 || Final_Dis_Target:0.7120813595047008 || Continuity_Cost:0.6166807498927095 || Number_of_steps:7
epoch: 50 || Train_reward: -2.692978822209345 || Final_Dis_Target:0.38169067123168976 || Continuity_Cost:0.5623642401926007 || Number_of_steps:6
epoch: 51 || Train_reward: -2.7171993853802965 || Final_Dis_Target:0.40362880528161205 || Continuity_Cost:0.432907259278865 || Number_of_steps:6
epoch: 52 || Train_reward: -3.6114589655760962 || Final_Dis_Target:0.543781000191273 || Continuity_Cost:0.5462346121157008 || Number_of_steps:7
epoch: 53 || Train_reward: -2.3599725313559916 || Final_Dis_Target:0.26643190407812223 || Continuity_Cost:0.4100542188427217 || Number_of_steps:6
epoch: 54 || Train_reward: -1.6497987128038432 || Final_Dis_Target:0.11087258340829309 || Continuity_Cost:0.2754968725894047 || Number_of_steps:6
epoch: 55 || Train_reward: -1.9501606224787367 || Final_Dis_Target:0.13054772709674475 || Continuity_Cost:0.3087017090763515 || Number_of_steps:7
epoch: 56 || Train_reward: -1.6940725309903586 || Final_Dis_Target:0.12979655242343963 || Continuity_Cost:0.20087865016078654 || Number_of_steps:6
epoch: 57 || Train_reward: -1.58770248222013 || Final_Dis_Target:0.1074547799904795 || Continuity_Cost:0.23727794044243739 || Number_of_steps:6
epoch: 58 || Train_reward: -1.6253906311878068 || Final_Dis_Target:0.11921347071244207 || Continuity_Cost:0.23007359243583603 || Number_of_steps:6
epoch: 59 || Train_reward: -1.9077343213049929 || Final_Dis_Target:0.1822331173009586 || Continuity_Cost:0.16708993168820208 || Number_of_steps:6
epoch: 60 || Train_reward: -2.0882986797911403 || Final_Dis_Target:0.2189413285605814 || Continuity_Cost:0.13211272817692704 || Number_of_steps:6
epoch: 61 || Train_reward: -2.429428359011246 || Final_Dis_Target:0.25212857611785494 || Continuity_Cost:0.13892003359305033 || Number_of_steps:7
epoch: 62 || Train_reward: -2.659431078588791 || Final_Dis_Target:0.3224149223517989 || Continuity_Cost:0.20063389863454437 || Number_of_steps:7
epoch: 63 || Train_reward: -2.766581733128935 || Final_Dis_Target:0.34357535520515786 || Continuity_Cost:0.17311400221308265 || Number_of_steps:7
epoch: 64 || Train_reward: -2.4895525054281604 || Final_Dis_Target:0.25857546739715587 || Continuity_Cost:0.24308965064244512 || Number_of_steps:7
epoch: 65 || Train_reward: -2.7358472404170073 || Final_Dis_Target:0.33940991359426603 || Continuity_Cost:0.404519905866112 || Number_of_steps:7
epoch: 66 || Train_reward: -2.572451496565076 || Final_Dis_Target:0.2972142414666256 || Continuity_Cost:0.18380936494201486 || Number_of_steps:7
epoch: 67 || Train_reward: -2.5442714340749233 || Final_Dis_Target:0.2828909767973398 || Continuity_Cost:0.18578701684948615 || Number_of_steps:7
epoch: 68 || Train_reward: -3.0739181215470905 || Final_Dis_Target:0.43307461840415773 || Continuity_Cost:0.2542149508186359 || Number_of_steps:7
epoch: 69 || Train_reward: -2.482473896841733 || Final_Dis_Target:0.2704385494067538 || Continuity_Cost:0.21827953508595377 || Number_of_steps:7
epoch: 70 || Train_reward: -2.565071221390555 || Final_Dis_Target:0.28906992575907786 || Continuity_Cost:0.3363584800968963 || Number_of_steps:7
epoch: 71 || Train_reward: -2.4437814721415068 || Final_Dis_Target:0.2610733222632169 || Continuity_Cost:0.3413303074852783 || Number_of_steps:7
epoch: 72 || Train_reward: -2.396943301351471 || Final_Dis_Target:0.2968323617475777 || Continuity_Cost:0.25531788736743594 || Number_of_steps:6
epoch: 73 || Train_reward: -3.0242958322691083 || Final_Dis_Target:0.40242942875429377 || Continuity_Cost:0.18181995571231918 || Number_of_steps:7
epoch: 74 || Train_reward: -2.702193213405566 || Final_Dis_Target:0.3223266328976379 || Continuity_Cost:0.19263583981991447 || Number_of_steps:7
epoch: 75 || Train_reward: -1.9355749820609272 || Final_Dis_Target:0.21061132722374143 || Continuity_Cost:0.29499153636607817 || Number_of_steps:6
epoch: 76 || Train_reward: -2.5066094989523795 || Final_Dis_Target:0.27786804641621604 || Continuity_Cost:0.19964674373277388 || Number_of_steps:7
epoch: 77 || Train_reward: -2.7031508797718073 || Final_Dis_Target:0.3104459471872292 || Continuity_Cost:0.13809360864269335 || Number_of_steps:7
epoch: 78 || Train_reward: -2.656243299233344 || Final_Dis_Target:0.3168053557187591 || Continuity_Cost:0.17635533915807697 || Number_of_steps:7
epoch: 79 || Train_reward: -2.2917652739526466 || Final_Dis_Target:0.2753915246516664 || Continuity_Cost:0.3253028158668164 || Number_of_steps:6
epoch: 80 || Train_reward: -2.4160517389688776 || Final_Dis_Target:0.2687050549726787 || Continuity_Cost:0.2414216269208343 || Number_of_steps:6
epoch: 81 || Train_reward: -2.336694470121949 || Final_Dis_Target:0.22832213984498217 || Continuity_Cost:0.3352511346873479 || Number_of_steps:7
epoch: 82 || Train_reward: -1.871643896437905 || Final_Dis_Target:0.1806776734371619 || Continuity_Cost:0.20966319750308793 || Number_of_steps:6
epoch: 83 || Train_reward: -2.1751938013644283 || Final_Dis_Target:0.2094540960487881 || Continuity_Cost:0.19425159393219005 || Number_of_steps:6
epoch: 84 || Train_reward: -2.4545537193576887 || Final_Dis_Target:0.23444125778827204 || Continuity_Cost:0.2612778818870695 || Number_of_steps:7
epoch: 85 || Train_reward: -2.1819925319950784 || Final_Dis_Target:0.18857571599120337 || Continuity_Cost:0.13114340369847852 || Number_of_steps:7
epoch: 86 || Train_reward: -1.902022507928545 || Final_Dis_Target:0.18662677098899053 || Continuity_Cost:0.4343325401116709 || Number_of_steps:6
epoch: 87 || Train_reward: -1.9793330564301592 || Final_Dis_Target:0.1706397069733522 || Continuity_Cost:0.43277037623297154 || Number_of_steps:6
epoch: 88 || Train_reward: -1.8574325914281489 || Final_Dis_Target:0.1527920848242686 || Continuity_Cost:0.25411550302575825 || Number_of_steps:6
epoch: 89 || Train_reward: -2.265961034478012 || Final_Dis_Target:0.19399013307065127 || Continuity_Cost:0.35528015413732494 || Number_of_steps:7
epoch: 90 || Train_reward: -1.8970233165091548 || Final_Dis_Target:0.157400550125478 || Continuity_Cost:0.09610438850715274 || Number_of_steps:6
epoch: 91 || Train_reward: -2.0568842682241986 || Final_Dis_Target:0.1844964908590169 || Continuity_Cost:0.14214073049120066 || Number_of_steps:6
epoch: 92 || Train_reward: -1.8449625494815107 || Final_Dis_Target:0.13181098993545604 || Continuity_Cost:0.12378281909662561 || Number_of_steps:6
epoch: 93 || Train_reward: -2.004488766135279 || Final_Dis_Target:0.13477528280379292 || Continuity_Cost:0.2193394346176516 || Number_of_steps:7
epoch: 94 || Train_reward: -1.6229012077200722 || Final_Dis_Target:0.11297805865836237 || Continuity_Cost:0.12835429626736192 || Number_of_steps:6
epoch: 95 || Train_reward: -1.7798957821640171 || Final_Dis_Target:0.12972324409333255 || Continuity_Cost:0.11538834396471546 || Number_of_steps:6
epoch: 96 || Train_reward: -1.9977212493445955 || Final_Dis_Target:0.12744916980553472 || Continuity_Cost:0.1851703363332205 || Number_of_steps:6
epoch: 97 || Train_reward: -1.6907381448899028 || Final_Dis_Target:0.10847714744113926 || Continuity_Cost:0.31069652458708513 || Number_of_steps:6
epoch: 98 || Train_reward: -1.9898508380280284 || Final_Dis_Target:0.13890457114641952 || Continuity_Cost:0.22688543903451552 || Number_of_steps:7
epoch: 99 || Train_reward: -2.0809394444716833 || Final_Dis_Target:0.13262661709273568 || Continuity_Cost:0.4819141726638805 || Number_of_steps:7
epoch: 100 || Train_reward: -1.8139447348211133 || Final_Dis_Target:0.11039315595210239 || Continuity_Cost:0.24121503598441268 || Number_of_steps:6
epoch: 101 || Train_reward: -2.0424939682742176 || Final_Dis_Target:0.14736817697393484 || Continuity_Cost:0.27797999052079303 || Number_of_steps:7
epoch: 102 || Train_reward: -2.100798425249924 || Final_Dis_Target:0.15156614302450616 || Continuity_Cost:0.19125258393418984 || Number_of_steps:7
epoch: 103 || Train_reward: -1.710917200521667 || Final_Dis_Target:0.11174770888963144 || Continuity_Cost:0.24982137252760472 || Number_of_steps:6
epoch: 104 || Train_reward: -2.1161470574209025 || Final_Dis_Target:0.15104029417345322 || Continuity_Cost:0.30967306400348865 || Number_of_steps:7
epoch: 105 || Train_reward: -2.184216574811683 || Final_Dis_Target:0.15310884628017607 || Continuity_Cost:0.41108618522939694 || Number_of_steps:7
epoch: 106 || Train_reward: -6.623150360873154 || Final_Dis_Target:0.5624127717021622 || Continuity_Cost:0.31946463861403146 || Number_of_steps:13
epoch: 107 || Train_reward: -4.901313793649214 || Final_Dis_Target:0.41919137031007125 || Continuity_Cost:0.2850191655684294 || Number_of_steps:11
epoch: 108 || Train_reward: -4.700329627975692 || Final_Dis_Target:0.36558122157668665 || Continuity_Cost:0.460526448788915 || Number_of_steps:11
epoch: 109 || Train_reward: -4.2966811131039195 || Final_Dis_Target:0.3935424462436745 || Continuity_Cost:0.26230439532516203 || Number_of_steps:10
epoch: 110 || Train_reward: -4.368823086767234 || Final_Dis_Target:0.39625838315265666 || Continuity_Cost:0.36443646128397356 || Number_of_steps:10
epoch: 111 || Train_reward: -4.25283751345415 || Final_Dis_Target:0.38119035533553114 || Continuity_Cost:0.45269629680339035 || Number_of_steps:10
epoch: 112 || Train_reward: -5.102847473716129 || Final_Dis_Target:0.6437320869017201 || Continuity_Cost:0.42223421338005057 || Number_of_steps:10
epoch: 113 || Train_reward: -4.871358237675674 || Final_Dis_Target:0.6367019447374814 || Continuity_Cost:0.48619599017647114 || Number_of_steps:10
epoch: 114 || Train_reward: -4.037089938982869 || Final_Dis_Target:0.477466953120811 || Continuity_Cost:0.5130676368661751 || Number_of_steps:9
epoch: 115 || Train_reward: -3.5825780807876564 || Final_Dis_Target:0.5564503584208443 || Continuity_Cost:0.5448327622616952 || Number_of_steps:8
epoch: 116 || Train_reward: -4.037725606808147 || Final_Dis_Target:0.5725221611307322 || Continuity_Cost:0.5323458511177173 || Number_of_steps:9
epoch: 117 || Train_reward: -4.47398725191543 || Final_Dis_Target:0.7312042463470814 || Continuity_Cost:0.5741766310507087 || Number_of_steps:9
epoch: 118 || Train_reward: -4.300896615840481 || Final_Dis_Target:0.6765854466213854 || Continuity_Cost:0.6315867080380715 || Number_of_steps:9
epoch: 119 || Train_reward: 28.42566248267579 || Final_Dis_Target:0.050505000072615096 || Continuity_Cost:1.1088688095317227 || Number_of_steps:5
epoch: 120 || Train_reward: -7.239284013115921 || Final_Dis_Target:0.3281537919184968 || Continuity_Cost:0.4200709424463409 || Number_of_steps:23
epoch: 121 || Train_reward: -3.63168504270886 || Final_Dis_Target:0.7063134591527663 || Continuity_Cost:1.0755370265256996 || Number_of_steps:7
epoch: 122 || Train_reward: -4.80567314273188 || Final_Dis_Target:0.8250660497609295 || Continuity_Cost:0.882102062741356 || Number_of_steps:8
epoch: 123 || Train_reward: -4.849320471013763 || Final_Dis_Target:0.7278726368883877 || Continuity_Cost:0.7851564043211418 || Number_of_steps:8
epoch: 124 || Train_reward: -5.0283832686402885 || Final_Dis_Target:0.7615791169566377 || Continuity_Cost:0.7999804584116083 || Number_of_steps:8
epoch: 125 || Train_reward: -5.245391234915235 || Final_Dis_Target:0.8464772286241491 || Continuity_Cost:0.6657919759123442 || Number_of_steps:8
epoch: 126 || Train_reward: -4.329726473661749 || Final_Dis_Target:0.7821568014768747 || Continuity_Cost:1.0332188273708345 || Number_of_steps:7
epoch: 127 || Train_reward: -4.521560864573775 || Final_Dis_Target:0.8734879034594987 || Continuity_Cost:1.1529679493079599 || Number_of_steps:7
epoch: 128 || Train_reward: -4.665599512334587 || Final_Dis_Target:0.9355474615603327 || Continuity_Cost:0.949046334849529 || Number_of_steps:7
epoch: 129 || Train_reward: -4.4326841550147495 || Final_Dis_Target:0.8232059060534643 || Continuity_Cost:0.919377111660293 || Number_of_steps:7
epoch: 130 || Train_reward: -4.426082268046401 || Final_Dis_Target:0.8182596544010103 || Continuity_Cost:0.9747988837341842 || Number_of_steps:7
epoch: 131 || Train_reward: -4.4545443780995075 || Final_Dis_Target:0.8323616024306869 || Continuity_Cost:0.8950187080684372 || Number_of_steps:7
epoch: 132 || Train_reward: -4.246218784456931 || Final_Dis_Target:0.7385177982094953 || Continuity_Cost:0.8568951755467045 || Number_of_steps:7
epoch: 133 || Train_reward: -5.250517502401279 || Final_Dis_Target:0.8205346901559301 || Continuity_Cost:0.884261624932035 || Number_of_steps:8
epoch: 134 || Train_reward: -5.202369571811346 || Final_Dis_Target:0.8321289779556518 || Continuity_Cost:0.7872276524348419 || Number_of_steps:8
epoch: 135 || Train_reward: -4.165435723861157 || Final_Dis_Target:0.7195203849990777 || Continuity_Cost:0.9746547765269777 || Number_of_steps:7
epoch: 136 || Train_reward: -4.307559415030143 || Final_Dis_Target:0.8093448412800389 || Continuity_Cost:0.9020287173132774 || Number_of_steps:7
epoch: 137 || Train_reward: -4.031831241937755 || Final_Dis_Target:0.667858448833412 || Continuity_Cost:0.8056162978062674 || Number_of_steps:7
epoch: 138 || Train_reward: -3.9626215992398537 || Final_Dis_Target:0.6869504382288394 || Continuity_Cost:0.8589250235918795 || Number_of_steps:7
epoch: 139 || Train_reward: -3.8947805205024886 || Final_Dis_Target:0.6867733396267521 || Continuity_Cost:0.8560997629072457 || Number_of_steps:7
epoch: 140 || Train_reward: -3.76494544256515 || Final_Dis_Target:0.6877440147923404 || Continuity_Cost:0.9117531949859967 || Number_of_steps:7
epoch: 141 || Train_reward: -3.7894325556709525 || Final_Dis_Target:0.7063063375035817 || Continuity_Cost:0.9361208175181343 || Number_of_steps:7
epoch: 142 || Train_reward: -3.562360750724881 || Final_Dis_Target:0.6640003665596387 || Continuity_Cost:0.8302380645245274 || Number_of_steps:7
epoch: 143 || Train_reward: -4.564093295722454 || Final_Dis_Target:0.8080396186630305 || Continuity_Cost:0.9410954051268868 || Number_of_steps:8
epoch: 144 || Train_reward: -3.532040499110006 || Final_Dis_Target:0.6384742572636449 || Continuity_Cost:0.7713499691211212 || Number_of_steps:7
epoch: 145 || Train_reward: -31.410774007723592 || Final_Dis_Target:0.8481390374850043 || Continuity_Cost:0.18524933627376428 || Number_of_steps:38
epoch: 146 || Train_reward: -84.89366335455166 || Final_Dis_Target:0.8054918137024208 || Continuity_Cost:0.17756115827666002 || Number_of_steps:100
epoch: 147 || Train_reward: -4.759477281598284 || Final_Dis_Target:0.5283793340573645 || Continuity_Cost:0.9616790674644875 || Number_of_steps:10
epoch: 148 || Train_reward: -4.837725462496507 || Final_Dis_Target:0.6352617883157263 || Continuity_Cost:1.0556657762075714 || Number_of_steps:10
epoch: 149 || Train_reward: -4.614473822788426 || Final_Dis_Target:0.5594276046440859 || Continuity_Cost:0.8891196769202506 || Number_of_steps:10
epoch: 150 || Train_reward: -4.313416794668968 || Final_Dis_Target:0.48307259620431736 || Continuity_Cost:0.9014644260651887 || Number_of_steps:10
epoch: 151 || Train_reward: -5.380572637633323 || Final_Dis_Target:0.6225456103694484 || Continuity_Cost:0.9460011394861089 || Number_of_steps:11
epoch: 152 || Train_reward: -4.609494364370012 || Final_Dis_Target:0.5462278413376368 || Continuity_Cost:0.8994362895236814 || Number_of_steps:10
epoch: 153 || Train_reward: -4.642192383503872 || Final_Dis_Target:0.5821133853805736 || Continuity_Cost:0.9618433680178555 || Number_of_steps:10
epoch: 154 || Train_reward: 28.46616837848355 || Final_Dis_Target:0.01622554089127405 || Continuity_Cost:1.2588378975252548 || Number_of_steps:6
epoch: 155 || Train_reward: 28.429558591611222 || Final_Dis_Target:0.01674153341432572 || Continuity_Cost:1.0527666406873557 || Number_of_steps:6
epoch: 156 || Train_reward: 26.178219212660522 || Final_Dis_Target:0.013592489878767097 || Continuity_Cost:0.7790311943700857 || Number_of_steps:31
epoch: 157 || Train_reward: 25.928675656414846 || Final_Dis_Target:0.0134832125155386 || Continuity_Cost:0.6521750292843748 || Number_of_steps:33
epoch: 158 || Train_reward: 25.61098327383141 || Final_Dis_Target:0.012832594621928296 || Continuity_Cost:0.4707733810723099 || Number_of_steps:36
epoch: 159 || Train_reward: -11.539379788282165 || Final_Dis_Target:0.013570454813605335 || Continuity_Cost:0.5235956058777906 || Number_of_steps:100
epoch: 160 || Train_reward: -11.55648247331788 || Final_Dis_Target:0.013637111186362382 || Continuity_Cost:0.6393265149891597 || Number_of_steps:100
epoch: 161 || Train_reward: -4.171866256336435 || Final_Dis_Target:0.37139676647635583 || Continuity_Cost:0.8168386446167504 || Number_of_steps:10
epoch: 162 || Train_reward: -5.511137805354198 || Final_Dis_Target:0.291194782052548 || Continuity_Cost:0.7070625925650476 || Number_of_steps:16
epoch: 163 || Train_reward: -5.202581316371877 || Final_Dis_Target:0.3529733758535928 || Continuity_Cost:0.9443866467292757 || Number_of_steps:13
epoch: 164 || Train_reward: -5.237539338676419 || Final_Dis_Target:0.3582339354712168 || Continuity_Cost:0.6953474043065168 || Number_of_steps:13
epoch: 165 || Train_reward: -5.512196681419719 || Final_Dis_Target:0.3847232588045645 || Continuity_Cost:0.8340974398540683 || Number_of_steps:13
epoch: 166 || Train_reward: -5.552436317577317 || Final_Dis_Target:0.425802911848903 || Continuity_Cost:1.1061864581671859 || Number_of_steps:13
epoch: 167 || Train_reward: 28.633470110372023 || Final_Dis_Target:0.011880675216849256 || Continuity_Cost:1.0861888641658148 || Number_of_steps:7
epoch: 168 || Train_reward: 29.62106983011623 || Final_Dis_Target:0.012712930757842906 || Continuity_Cost:nan || Number_of_steps:1
epoch: 169 || Train_reward: 29.61900307992667 || Final_Dis_Target:0.013387411613845317 || Continuity_Cost:nan || Number_of_steps:1
epoch: 170 || Train_reward: -5.945540105077305 || Final_Dis_Target:0.4664725492005614 || Continuity_Cost:0.7661542478146379 || Number_of_steps:13
epoch: 171 || Train_reward: -6.069828119434032 || Final_Dis_Target:0.49665564040215243 || Continuity_Cost:0.8375057617557228 || Number_of_steps:13
epoch: 172 || Train_reward: -7.182609705466542 || Final_Dis_Target:0.5614633372891022 || Continuity_Cost:0.7174426213930779 || Number_of_steps:14
epoch: 173 || Train_reward: -6.965043142079895 || Final_Dis_Target:0.5430134026749306 || Continuity_Cost:0.6887362606730053 || Number_of_steps:14
epoch: 174 || Train_reward: -7.546660710247403 || Final_Dis_Target:0.6746488878606085 || Continuity_Cost:0.7409257582746656 || Number_of_steps:14
epoch: 175 || Train_reward: -6.826947762082246 || Final_Dis_Target:0.6428832775950324 || Continuity_Cost:0.6894003769554364 || Number_of_steps:13
epoch: 176 || Train_reward: -6.703274987048463 || Final_Dis_Target:0.6526226047428381 || Continuity_Cost:0.8056979205653588 || Number_of_steps:13
epoch: 177 || Train_reward: -7.262549507278209 || Final_Dis_Target:0.5354960458327548 || Continuity_Cost:0.691973446449304 || Number_of_steps:17
epoch: 178 || Train_reward: -7.260772138814364 || Final_Dis_Target:0.6139865679393542 || Continuity_Cost:0.7022184634905371 || Number_of_steps:14
epoch: 179 || Train_reward: -7.249041790159554 || Final_Dis_Target:0.5729186148243807 || Continuity_Cost:0.7683891447641541 || Number_of_steps:14
epoch: 180 || Train_reward: -7.430292940512272 || Final_Dis_Target:0.6401880972455145 || Continuity_Cost:0.81384504830675 || Number_of_steps:14
epoch: 181 || Train_reward: -8.12305943190306 || Final_Dis_Target:0.7587686844796987 || Continuity_Cost:0.7072067871690432 || Number_of_steps:14
epoch: 182 || Train_reward: -6.786418472713166 || Final_Dis_Target:0.7562022249932296 || Continuity_Cost:0.9484147533568771 || Number_of_steps:12
epoch: 183 || Train_reward: -7.40132676230693 || Final_Dis_Target:0.6711913018477171 || Continuity_Cost:0.6706479773152189 || Number_of_steps:14
epoch: 184 || Train_reward: -5.928764372583673 || Final_Dis_Target:0.6476909521631993 || Continuity_Cost:0.8679537404268997 || Number_of_steps:12
epoch: 185 || Train_reward: -7.64598707741649 || Final_Dis_Target:0.7532501690305438 || Continuity_Cost:0.8777186507075034 || Number_of_steps:14
epoch: 186 || Train_reward: -7.194129161332545 || Final_Dis_Target:0.7075409487705682 || Continuity_Cost:0.8390754313661682 || Number_of_steps:13
epoch: 187 || Train_reward: -7.290698031174003 || Final_Dis_Target:0.7249382227729694 || Continuity_Cost:0.5580307191889211 || Number_of_steps:13
epoch: 188 || Train_reward: -9.639009834111237 || Final_Dis_Target:0.7236741634474739 || Continuity_Cost:0.683458446507544 || Number_of_steps:17
epoch: 189 || Train_reward: -8.954733766263097 || Final_Dis_Target:0.8595237692253946 || Continuity_Cost:0.6312381494757788 || Number_of_steps:15
